,trend,total_volume,social_buzz
5103,toy story,13320000.0,80
5104,home decor,20370000.0,787
5105,teenage mutant ninja turtles,13253000.0,44
5106,onesie,7550000.0,211
5107,scarf,7032000.0,1594
5108,beautiful,19140000.0,23649
5109,pop,18150000.0,6981
5110,gold,20540000.0,11499
5111,necklace,11165000.0,4420
5112,bracelets,7746000.0,1462
5113,happy,20540000.0,25325
5114,wedding dresses,18810000.0,979
5115,run,11231000.0,5932
5116,fitness,18810000.0,4431
5117,wallet,12770000.0,1184
5118,backpack,28730000.0,1960
5119,black,19050000.0,21925
5120,iphone 5s case,22180000.0,1
5121,bras,14286000.0,571
5122,friends,20950000.0,12570
5123,minnie mouse,15470000.0,92
5124,hanukkah,3605500.0,6
5125,vintage,20700000.0,7483
5126,leggings,15246000.0,1801
5127,canvas,23010000.0,1520
5128,red,21770000.0,13181
5129,skateboard,15213000.0,876
5130,rings,15970000.0,2401
5131,jackets,13176000.0,1512
5132,me,27640000.0,27177
5133,yoga,20290000.0,3594
5134,art,16910000.0,14497
5135,mens shoes,15170000.0,18
5136,hike,7588000.0,667
5137,bts,13289000.0,1726
5138,indigo,26230000.0,1141
5139,g-shock,20540000.0,0
5140,girls,23590000.0,9301
5141,smart watch,12415000.0,50
5142,raspberry pi,19080000.0,5
5143,iphone 6 plus case,30600000.0,15
5144,lingerie,23180000.0,2290
5145,perfume,13949000.0,1070
5146,smartwatch,14683000.0,128
5147,wine,14670000.0,2891
5148,moto,51350000.0,775
5149,earrings,23630000.0,3557
5150,samsung galaxy,27860000.0,31
5151,bike,28730000.0,1395
5152,pink,24810000.0,11530
5153,nude,35020000.0,3215
5154,makeup,21370000.0,17971
5155,love,39810000.0,56260
5156,luggage,35890000.0,580
5157,watch,32950000.0,24317
5158,miss universe,5239500.0,59
5159,jewelry,30040000.0,6804
5160,calendar,47720000.0,959
5161,mickey mouse,39980000.0,115
5162,slippers,15159000.0,517
5163,handbags,57200000.0,901
5164,jeans,41840000.0,8084
5165,pants,22828000.0,3840
5166,shopping,53140000.0,6895
5167,headphones,48810000.0,445
5168,sweaters,22638000.0,458
5169,baby,81300000.0,12638
5170,apple watch,71640000.0,259
5171,dresses,79580000.0,10311
5172,watches,54840000.0,2475
5173,smartphone,45230000.0,714
5174,iphone 6 case,74420000.0,84
5175,cars,116380000.0,1053
5176,ipad,74440000.0,616
5177,my little pony,52120000.0,43
5178,iphone,101740000.0,2369
5179,tablet,73920000.0,657
5180,fitbit,69440000.0,235
5181,frozen,102280000.0,19789
5182,shoes,113980000.0,13265
5183,christmas,33480000.0,538
5184,lego,131440000.0,426
5185,orange,279400000.0,3087
5186,how to apply bronzer,112700.0,10
5187,mens skinny tapered pants,0.0,0
5188,3d tanning,280.0,4
5189,bgextraordinary,0.0,0
5190,aircushion pact,0.0,0
5191,tati coltier,0.0,0
5192,gray jeans,45700.0,8
5193,terra cotta cheeks,0.0,0
5194,multipanel mirror,6630.0,0
5195,mens vegan leather,0.0,0
5196,flared sleeve,2700.0,24
5197,kick boot,1360.0,1
5198,dockers socks,36800.0,0
5199,illuminating moisturizer,2680.0,0
5200,cleane styles,0.0,0
5201,mens utility shirt,1560.0,0
5202,victorian,906000.0,538
5203,tile mirror,6730.0,0
5204,baby foot peel,244000.0,1
5205,halter wedding dress,17400.0,0
5206,engraved necklace,42600.0,0
5207,short sleeve mock neck top,530.0,0
5208,dockers suits,1600.0,0
5209,mens resort shirt,0.0,0
5210,parsons wall mirror,350.0,0
5211,jacquard pumps,0.0,0
5212,serum foundation,10060.0,35
5213,fiber mascara,214600.0,4
5214,licensed jewelry collections,0.0,0
5215,nail mask,5690.0,0
5216,fine jewelry,1379500.0,210
5217,cherry red lace dress,0.0,0
5218,collagen cream,189200.0,10
5219,glow makeup,21700.0,32
5220,revelation pant,220.0,0
5221,collagen night cream,14480.0,1
5222,glossy gown,0.0,1
5223,kick boots,1530.0,3
5224,how to get rid of cellulite,533700.0,1
5225,athleta chaturanga,5020.0,0
5226,pull on pant,15000.0,1
5227,lariat necklace,201700.0,55
5228,back drop necklace,12460.0,0
5229,high neck swimsuit,107800.0,1
5230,tracksuit,972500.0,153
5231,makeup highlighters,5670.0,9
5232,patent dress,1090.0,1
5233,embroidery,2145000.0,1089
5234,sheer foundation,8640.0,7
5235,gothic beauty,13300.0,0
5236,mens regular fit shorts,0.0,0
5237,color correcting concealer,24380.0,9
5238,tennis bracelet,616500.0,8
5239,how to get rid of dark spots,115200.0,2
5240,control blotting paper,0.0,0
5241,metal shelf,174400.0,2
5242,hanbang cosmetics,0.0,0
5243,clutch,5323000.0,2104
5244,wall mirror,2425000.0,30
5245,velvet lipstick,29500.0,26
5246,red orange,73200.0,55
5247,bourbon,3326000.0,302
5248,bow blouse dress,0.0,0
5249,wedding ballgown,1880.0,5
5250,linen shirt,285300.0,82
5251,pin bag charm,0.0,0
5252,how to get rid of stretch marks,857000.0,1
5253,jockey underwear,677000.0,1
5254,engraved bracelet,41500.0,0
5255,flared pants,41800.0,27
5256,eye primer,286600.0,30
5257,nosebum powder,0.0,0
5258,mens tie front drivers,0.0,0
5259,roundneck coat,0.0,0
5260,dockers long boxer briefs,0.0,0
5261,mens indigo blues,0.0,0
5262,collagen supplements,210500.0,0
5263,how to apply blush,94000.0,5
5264,tulle wedding dress,63900.0,26
5265,thermore vest,0.0,0
5266,oriental medicine cream,0.0,0
5267,illuminating primer,13900.0,3
5268,chi top,240.0,0
5269,illuminating powder,24200.0,17
5270,cotton hip brief,0.0,0
5271,yoga bag,382200.0,26
5272,crop pants,123000.0,15
5273,oriental medicine cosmetic,0.0,0
5274,collagen shots,13600.0,0
5275,suede bag charm,0.0,0
5276,gloss,662000.0,1149
5277,nordstromvan,0.0,26
5278,colored jegging,660.0,6
5279,engraved ring,28200.0,1
5280,mens semi rimless,0.0,0
5281,dress belt,90000.0,13
5282,cotton sport shirt,210.0,0
5283,how to apply bb cream,44200.0,0
5284,choker necklace,1255000.0,131
5285,casual belt,15100.0,2
5286,orange jeans,26700.0,0
5287,patent top,130.0,0
5288,nail serum,3940.0,2
5289,smokey eye makeup,383600.0,39
5290,silk wedding dress,28400.0,6
5291,collagen lip injections,5540.0,0
5292,long sleeve mock neck top,540.0,0
5293,red jeans,167600.0,7
5294,frayed denim,2210.0,61
5295,illuminating tinted moisturizer,1440.0,0
5296,mermaid wedding dress,206400.0,15
5297,athleta bettona,4950.0,0
5298,flare pants,113100.0,26
5299,lip collagen,11500.0,0
5300,colorblocked mirror,0.0,0
5301,cream concealer,26000.0,9
5302,frameless mirror,171100.0,0
5303,crewneck romper,0.0,0
5304,ivory wedding dress,75600.0,4
5305,transluscent powder,3290.0,43
5306,athleta asana,330.0,0
5307,strobing highlighter,940.0,5
5308,jinseng cream,0.0,0
5309,pregnancystyle,0.0,244
5310,fastest track top,0.0,0
5311,mens dress boots,314400.0,0
5312,floating shelf,914000.0,26
5313,uptown lips,0.0,0
5314,cape back gown,0.0,0
5315,mens casual belt,6700.0,0
5316,asana top,0.0,0
5317,how to use bronzer,52900.0,0
5318,ballroom shoe,4680.0,0
5319,bettona pant,200.0,1
5320,high neck top,79500.0,37
5321,midi short,2120.0,3
5322,how to apply powder foundation,16000.0,0
5323,bridalweek,430.0,80
5324,mink fur charm,0.0,0
5325,hd foundation,66900.0,43
5326,lace wedding dress,686000.0,115
5327,colored shorts,11610.0,5
5328,statement earrings,161200.0,120
5329,how to get rid of puffy eyes,131800.0,1
5330,boxer braids,24500.0,104
5331,cage stud earrings,0.0,0
5332,mens fit pants,0.0,0
5333,glossy skin,4350.0,1
5334,track jacket,195400.0,17
5335,levis womens skirt,0.0,0
5336,how to get glowing face,18860.0,0
5337,tie neck dress,7310.0,11
5338,pregnantfashion,0.0,233
5339,watersnake sandals,0.0,0
5340,chi tank,970.0,0
5341,flame red,6480.0,9
5342,minimizing makeup,0.0,0
5343,macrame,1350000.0,297
5344,nextootd,0.0,0
5345,coffee,27230000.0,6085
5346,waterblend print,0.0,0
5347,nosebum,0.0,0
5348,decorative suit,0.0,0
5349,how to get rid of pores,51000.0,0
5350,hair strobing,6430.0,7
5351,cowlneck gown,0.0,0
5352,clean beauty,3470.0,67
5353,bridalfashionweek,150.0,957
5354,athleta power lift,610.0,0
5355,entryway mirror,28200.0,5
5356,jinseng pack,0.0,0
5357,green jeans,97500.0,13
5358,mixed media satchel,0.0,0
5359,mens verbiage tee,0.0,0
5360,pinafore dress,321700.0,24
5361,chaturanga pant,100.0,0
5362,cfdaswarovski,0.0,0
5363,mens slim taper jeans,0.0,0
5364,lariat,320400.0,171
5365,exfoliating scrub,114900.0,14
5366,high neck dress,145200.0,35
5367,londonfashionwk,0.0,79
5368,crewneck jumpsuit,0.0,3
5369,how to apply liquid foundation,44200.0,0
5370,color corrector,47200.0,66
5371,two piece wedding dress,60500.0,5
5372,chippewa boots,694000.0,1
5373,terra cotta cheek,0.0,0
5374,mens dress belt,38700.0,0
5375,cubby shelf,50400.0,1
5376,color correcting makeup,7130.0,42
5377,trellis mirror,6510.0,0
5378,kimono cover up,52800.0,6
5379,quatrefoil mirror,53400.0,0
5380,large bag charm,0.0,0
5381,lavender jeans,4090.0,0
5382,gazaar gown,0.0,4
5383,mixed media shoulder bag,0.0,0
5384,accentuating makeup,0.0,0
5385,baked pop chips,0.0,0
5386,how to apply concealer,110500.0,7
5387,rum,2841000.0,250
5388,high low wedding dress,31300.0,3
5389,how to get perfect skin,57600.0,1
5390,polartec,249500.0,2
5391,glossy dress,840.0,0
5392,pearl studs,58100.0,14
5393,mens windbreaker,93300.0,0
5394,airbrush makeup,702500.0,30
5395,how to apply foundation,226900.0,14
5396,organza wedding dress,18600.0,0
5397,collagen eye cream,16680.0,1
5398,mens thermore vest,0.0,0
5399,picture ledge,170600.0,5
5400,wedge shelf,1940.0,0
5401,sleeveless mock neck top,12240.0,0
5402,box shelf,37100.0,0
5403,dewy makeup,43400.0,9
5404,swarovskicollective,0.0,8
5405,loose powder,153900.0,38
5406,flared jeans,216400.0,156
5407,armani foundation,110000.0,4
5408,tips for glowing skin,199800.0,6
5409,womens polo shirt,45600.0,0
5410,cube shelf,285500.0,0
5411,wall candle holder,158500.0,2
5412,100gala,0.0,0
5413,cotton shirt,88800.0,149
5414,watersnake pumps,0.0,0
5415,embossed flats,0.0,1
5416,one shoulder wedding dress,33300.0,3
5417,army green jeans,11010.0,5
5418,how to get healthy skin,23500.0,0
5419,collagen drinks,9660.0,0
5420,lace up heels,659000.0,164
5421,how to get rid of dry skin,69300.0,0
5422,wood shelf,175200.0,6
5423,mens pin stripe socks,0.0,0
5424,denim bikini,11720.0,12
5425,makeup sponge,401400.0,50
5426,how to get glowing skin,164500.0,13
5427,facial spray,33900.0,4
5428,low panel jeans,0.0,0
5429,wall art,10440000.0,240
5430,precision lip brush,0.0,0
5431,mens classic denim,0.0,0
5432,how to apply mascara,84600.0,5
5433,tech cross body bag,0.0,0
5434,cold shoulder mock neck dress,0.0,0
5435,embossed pumps,0.0,1
5436,how to get rid of blackheads,1033000.0,9
5437,mens cable crew,0.0,0
5438,how to get clear skin,209700.0,2
5439,blush wedding dress,171100.0,18
5440,how to get rid of wrinkles,60000.0,2
5441,primer makeup,171600.0,7
5442,embroidered wedding dress,7990.0,1
5443,how to use concealer,79000.0,7
5444,chaturanga tight,590.0,0
5445,pant suit,92500.0,24
5446,how to get perfect eyebrows,61200.0,6
5447,sonar pant,0.0,0
5448,bevel mirror,8880.0,0
5449,jersey solid,0.0,0
5450,watersnake booties,0.0,0
5451,off the shoulder wedding dress,22700.0,11
5452,shimmering powder,5900.0,3
5453,floating mirror,5520.0,1
5454,backpack bag charm,0.0,0
5455,boots,88910000.0,4278
5456,hanbang cosmetic,0.0,0
5457,how to get rid of acne,1175000.0,11
5458,contour brush,445300.0,29
5459,applique wedding dress,2950.0,2
5460,flare sleeve,4160.0,12
5461,mens cuban collar,0.0,0
5462,dockers briefs,16300.0,0
5463,be free pant,0.0,0
5464,rain boots,6982000.0,96
5465,bifaawards,0.0,0
5466,illuminating bronzer,1410.0,5
5467,upholstered mirror,1240.0,0
5468,metal bag charm,0.0,0
5469,highlighting blush,1560.0,2
5470,makeup strobing,21400.0,5
5471,bumpchic,0.0,224
5472,mens round watch,0.0,0
5473,whiskey,4250000.0,559
5474,colored pants,29600.0,3
5475,olive jeans,24600.0,1
5476,hanbang cream,0.0,0
5477,hydrating foundation,8520.0,17
5478,mens field jacket,45700.0,0
5479,sculpting makeup,3980.0,0
5480,dockers belts,12800.0,0
5481,waterproof foundation,103600.0,3
5482,how to get rid of oily skin,109100.0,0
5483,stainless steel shelf,69000.0,0
5484,2 in 1 short,5070.0,0
5485,mens linen shirt,76600.0,0
5486,illuminating face powder,4430.0,4
5487,2 in 1 pants,970.0,0
5488,short wedding dress,315500.0,18
5489,hanbang mask pack,0.0,0
5490,mens braided melt,0.0,0
5491,rustic shelf,44800.0,3
5492,patent skirt,5360.0,2
5493,suit,3558000.0,3636
5494,cold shoulder mock neck top,0.0,0
5495,cherry red sequin,0.0,0
5496,mens frayed jeans,580.0,0
5497,glossy,241600.0,976
5498,twin cake pact,0.0,0
5499,purple jeans,51800.0,1
5500,high neck bra,5170.0,6
5501,low panel leggings,0.0,0
5502,wrap front gown,0.0,0
5503,vodka,5696000.0,405
5504,wave drop earrings,0.0,0
5505,long triple strand necklace,0.0,0
5506,pink jeans,80500.0,3
5507,dress suit,54400.0,26
5508,how to apply false eyelashes,71200.0,6
5509,dockers shoes,258500.0,0
5510,athleta polartec,1460.0,0
5511,silk lame skirt,0.0,0
5512,dolman gown,0.0,0
5513,long sleeve wedding dress,126300.0,23
5514,collagen injections,32600.0,3
5515,geneva waves watch,0.0,0
5516,canvas top handle,0.0,0
5517,plus size belt dress,0.0,0
5518,athleta aqualuxe,910.0,0
5519,fringe bag charm,0.0,0
5520,dockers t shirts,5520.0,0
5521,bow blouse shirtdress,0.0,0
5522,hairy givenchy bag,0.0,0
5523,picture frame,2904000.0,32
5524,strapless wedding dress,27500.0,20
5525,fringed jeans,1480.0,17
5526,how to use a beauty blender,64000.0,1
5527,trekkie pants,0.0,0
5528,victorian blouse,104600.0,2
5529,oriental mask pack,0.0,0
5530,mens chukka boots,244600.0,0
5531,entertainment retail collaborations,0.0,0
5532,orange red,26300.0,36
5533,how to get rid of forehead wrinkles,28700.0,1
5534,time100gala,0.0,0
5535,printed jumpuit,0.0,14
5536,collagen facial mask,9460.0,0
5537,back necklace,54800.0,2
5538,mens logo belt,0.0,0
5539,high neck bikini,194300.0,24
5540,pregnantstyle,0.0,244
5541,brow gel,175200.0,123
5542,beauty tips for glowing skin,29400.0,2
5543,halloween costume,7657400.0,30
5544,mixed media sneakers,0.0,0
5545,how to get rid of blemishes,39200.0,1
5546,brown jeans,77500.0,0
5547,tequila,5123000.0,367
5548,nordstromto,0.0,6
5549,mens duck boots,130000.0,0
5550,nail cream,18200.0,7
5551,faceted mirror,4750.0,0
5552,embossed booties,0.0,0
5553,swing dress,590500.0,115
5554,cubic zirconia studs,16480.0,0
5555,illuminating foundation,10200.0,0
5556,cable knit nail art,0.0,0
5557,statement jewelry,76800.0,65
5558,watersnake flats,0.0,0
5559,roundneck jacket,0.0,0
5560,goth beauty,2000.0,6
5561,cold shoulder mock neck,0.0,0
5562,jacquard sandals,0.0,1
5563,skirt suit,118200.0,8
5564,beading,307000.0,674
5565,jockey,2370000.0,83
5566,collagen face mask,32000.0,0
5567,makeup primer,257400.0,22
5568,how to get rid of whiteheads,215400.0,1
5569,cutoff cuff bracelet,0.0,0
5570,high waisted ankle leggings,0.0,0
5571,indigo knit,1720.0,2
5572,lurex pumps,0.0,0
5573,highlighter makeup,307600.0,21
5574,linen sport shirt,700.0,0
5575,how to contour makeup,66200.0,0
5576,strappy heels,459000.0,99
5577,how to make skin glow,44000.0,0
5578,baby feet,558100.0,6
5579,croc embossed sneakers,0.0,0
5580,metro pant,310.0,0
5581,flame,1090000.0,213
5582,how to apply cream blush,17200.0,0
5583,probiotic skin care,24160.0,4
5584,nosebum powder pact,0.0,0
5585,natural hair,651000.0,616
5586,embellished ring,0.0,1
5587,matte bronzer,48000.0,17
5588,athleta trekkie,920.0,0
5589,oriental medicine cosmetics,0.0,0
5590,mens logo drivers,0.0,0
5591,mens fleece trucker,0.0,0
5592,how to do eyebrows,239400.0,4
5593,illuminating concealer,4440.0,1
5594,strobing makeup,195400.0,4
5595,kite drop earrings,0.0,0
5596,wedgie jean,120.0,1
5597,metal frame mirror,7960.0,0
5598,tech camera bag,0.0,0
5599,levis womens dresses,0.0,0
5600,key bag charm,0.0,0
5601,womens suiting,6680.0,0
5602,back to front shirt,200.0,0
5603,mens embossed belt,0.0,0
5604,a line wedding dress,56600.0,21
5605,black cluff links,0.0,0
5606,lace up dress,97000.0,85
5607,pinktuck blouse,0.0,2
5608,nordstromott,0.0,0
5609,collagen mask,82800.0,5
5610,how to get rid of pimples,1086000.0,10
5611,nosebum pact,0.0,0
5612,mock neck blouse,1390.0,1
5613,bronzer brush,118700.0,13
5614,strobing palette,260.0,9
5615,collagen eye mask,34700.0,0
5616,bridal jewelry,315800.0,42
5617,hello kitty,25620000.0,160
5618,pleated long skirt,0.0,2
5619,pink wedding dress,171100.0,10
5620,nordstromyvr,0.0,5
5621,yellow jeans,52700.0,1
5622,mens casual boots,206800.0,0
5623,patent gown,0.0,0
5624,cashmere bag charm,0.0,0
5625,plus sleepwear,8960.0,0
5626,oil absorbing blotting paper,0.0,0
5627,flyaway jacket,2430.0,0
5628,stretch belt,90000.0,3
5629,rye,1300000.0,126
5630,mens taper pants,0.0,0
5631,mens cotton shirt,8150.0,0
5632,belted sneakers,0.0,0
5633,mens frayed denim,0.0,0
5634,frayed jeans,12400.0,23
5635,foundation palette,117100.0,8
5636,pastel blue jeans,800.0,0
5637,touche eclat,271900.0,8
5638,blue lipstick,209100.0,18
5639,wedding,8434000.0,26058
5640,spirulina,5542000.0,36
5641,dockers blazers,280.0,0
5642,cfdanyfw,0.0,0
5643,athleta 2 in 1,2870.0,0
5644,blemish control paper,0.0,0
5645,flocking bedding,0.0,0
5646,logo print leggings,0.0,0
5647,2 in 1 capri,780.0,0
5648,sleeveless mock neck,3410.0,3
5649,athleta 7/8 tight,0.0,0
5650,mother's day brunch,80560.0,115
5651,lace vstring panties,0.0,0
5652,mother's day gifts,2146700.0,187
5653,mid-century shelf,7900.0,0
5654,7/8 pants,4720.0,0
5655,mother's day,16007000.0,2476
